1.028408100000000047e-01,1.466240400000000110e-01
1.017429799999999968e-01,1.315936299999999892e-01
9.347560000000000591e-02,1.220908700000000041e-01
8.663037399999999610e-02,1.085598100000000066e-01
9.087705000000000088e-02,1.265093100000000137e-01
9.781562000000000590e-02,1.201227750000000011e-01
7.963446000000000413e-02,1.056274849999999932e-01
6.856798999999999533e-02,8.247848000000000679e-02
8.639866999999999686e-02,1.110713559999999961e-01
9.567533999999999761e-02,1.384647999999999990e-01
4.184112300000000229e-01,4.990450699999999795e-01
9.012791500000000289e-02,1.273424800000000079e-01
8.555885000000000573e-02,1.171785300000000030e-01
1.047115099999999938e-01,1.417395999999999934e-01
9.617090999999999834e-02,1.328443300000000105e-01
1.050970400000000027e-01,1.218764199999999992e-01
1.060095999999999955e-01,1.406488700000000092e-01
9.837580999999999409e-02,1.216122899999999979e-01
9.168138000000000676e-02,1.132330500000000018e-01
1.072071500000000011e-01,1.570856999999999948e-01
9.760576999999999448e-02,1.311235699999999949e-01
9.514559000000000211e-02,1.234550999999999982e-01
9.130705999999999545e-02,1.302317500000000072e-01
9.420384499999999439e-02,1.097422239999999993e-01
1.001571039999999968e-01,1.202339300000000027e-01
9.411830000000000196e-02,1.275164299999999862e-01
4.294169500000000195e-01,4.924309800000000181e-01
8.132710999999999413e-02,1.111507199999999945e-01
1.008750499999999939e-01,1.264087700000000036e-01
1.009001360000000014e-01,1.234834800000000066e-01
1.002024859999999934e-01,1.272819199999999928e-01
9.292377000000000276e-02,1.286089400000000049e-01
1.540163999999999977e-01,2.220585499999999934e-01
9.447803999999999924e-02,1.244174299999999955e-01
1.012293900000000024e-01,1.190824959999999960e-01
1.006271400000000038e-01,1.294123100000000026e-01
9.795135000000000647e-02,1.308979399999999904e-01
7.396262000000000669e-02,9.587331999999999799e-02
9.602260999999999436e-02,1.280834499999999876e-01
9.219133000000000189e-02,1.145584199999999941e-01
7.742395000000000527e-02,9.877673500000000439e-02
3.639858000000000260e-01,4.809425500000000242e-01
8.987129500000000382e-02,1.314007199999999986e-01
8.169326000000000365e-02,1.163180399999999975e-01
8.665544499999999761e-02,1.102474900000000035e-01
3.754770499999999789e-01,4.935969000000000051e-01
4.926648399999999928e-01,5.708148499999999848e-01
9.340898000000000256e-02,1.192457999999999990e-01
9.779738999999999793e-02,1.215862560000000037e-01
1.200713900000000001e-01,1.384603399999999873e-01
7.679716500000000057e-02,1.010136999999999979e-01
6.750430999999999793e-02,9.155378999999999601e-02
8.663316000000000072e-02,1.221304500000000015e-01
9.995094000000000201e-02,1.293991800000000025e-01
2.726091700000000118e-01,3.922399599999999986e-01
9.476706399999999808e-02,1.261957400000000007e-01
1.694973100000000121e-01,2.690704999999999902e-01
9.679537000000000557e-02,1.442606200000000061e-01
8.778605999999999909e-02,1.249285039999999958e-01
1.362841700000000100e-01,2.107752599999999921e-01
9.900349399999999744e-02,1.340415500000000093e-01
7.259931399999999813e-02,9.615780999999999634e-02
9.970152999999999655e-02,1.371747399999999895e-01
9.183162500000000006e-02,1.231566099999999997e-01
6.594155000000000155e-02,9.191947999999999785e-02
5.706921999999999828e-01,5.277344999999999953e-01
7.098991999999999802e-02,8.785916000000000559e-02
6.799347999999999503e-02,8.280489000000000599e-02
3.476679599999999981e-01,4.528116300000000205e-01
7.088223000000000440e-02,1.081447100000000050e-01
8.830999600000000171e-02,1.128357350000000064e-01
9.527650000000000008e-02,1.241124299999999958e-01
1.198532199999999964e-01,1.567910499999999874e-01
9.831908000000000314e-02,1.474557800000000085e-01
5.266688000000000480e-01,5.275530000000000497e-01
8.913062500000000499e-02,1.167914899999999978e-01
4.464649299999999821e-01,5.136857000000000228e-01
1.078384099999999957e-01,1.401708100000000068e-01
8.692843999999999571e-02,1.032919699999999968e-01
8.574305499999999858e-02,1.195101799999999936e-01
1.177020200000000044e-01,1.484952900000000020e-01
8.467850999999999850e-02,1.142097799999999969e-01
9.417746999999999924e-02,1.200096459999999976e-01
8.232523499999999661e-02,1.181520900000000013e-01
9.037712999999999997e-02,1.160163899999999970e-01
8.536161000000000443e-02,1.157357839999999943e-01
9.489846999999999866e-02,1.496593700000000138e-01
1.051192199999999993e-01,1.437308800000000053e-01
6.528815599999999997e-02,9.622184000000000292e-02
1.044264359999999975e-01,1.527231199999999900e-01
8.542655000000000387e-02,1.209171200000000029e-01
8.358364599999999756e-02,1.110813400000000006e-01
7.786824600000000207e-02,1.059495000000000020e-01
9.945299999999999974e-02,1.509011500000000117e-01
6.043420000000000458e-01,5.148604500000000250e-01
8.607193000000000482e-02,1.093998000000000054e-01
7.556269000000000180e-02,1.039891299999999991e-01
9.582757000000000080e-02,1.313860299999999870e-01
9.760826999999999698e-02,1.214440239999999976e-01
8.889239000000000168e-02,1.062890600000000046e-01
6.534486000000000461e-02,8.739458999999999422e-02
9.762829500000000382e-02,1.381781499999999996e-01
9.952640000000000098e-02,1.324513999999999969e-01
8.351311999999999625e-02,1.142841599999999957e-01
